date,channel,campaign_name,campaign_id,dma_name,state,spend,impressions,clicks,video_views,video_25pct,video_50pct,video_75pct,video_completes,optimization_goal,age_target,audience_segment
2023-03-22,Instagram,Instagram BTS Moms,IN_6601,"Savannah, GA",GA,313.93,16244,480,6466,4791,3965,2661,2263,Conversions,13-17,Teen Daughters
2023-08-18,Instagram,Instagram BTS Moms,IN_6601,"Savannah, GA",GA,903.85,39881,1033,17714,15387,11669,7808,7215,Conversions,35-44,Moms & Daughters
2024-06-23,Instagram,Instagram BTS Moms,IN_6601,"Macon, GA",GA,227.42,9705,151,4821,3038,2084,1510,1022,Traffic,35-44,Teen Daughters
2024-06-21,Instagram,Instagram Always On,IN_2077,"Macon, GA",GA,41.17,2231,69,1191,792,618,456,380,Traffic,35-44,Suburban Moms
2023-02-27,Instagram,Instagram Always On,IN_2077,"Macon, GA",GA,130.46,7023,276,4113,3581,2185,1870,1630,Video Views,35-44,Teen Daughters
2023-06-26,Instagram,Instagram Teen Trends,IN_1278,"Atlanta, GA",GA,260.03,13893,256,6811,5540,3813,2609,1761,Traffic,13-17,Moms & Daughters
2024-06-18,Instagram,Instagram BTS Moms,IN_6601,"Augusta, GA",GA,382.66,23357,348,11360,9769,6466,4127,3388,Conversions,18-24,Suburban Moms
2024-01-01,Instagram,Instagram BTS Moms,IN_6601,"Macon, GA",GA,323.72,15479,444,9042,5928,3767,3213,2078,Video Views,25-34,Moms & Daughters
2023-06-26,Instagram,Instagram Teen Trends,IN_1278,"Savannah, GA",GA,328.39,17269,682,8464,5867,4751,3354,3114,Video Views,35-44,Moms & Daughters
2023-03-24,Instagram,Instagram BTS Moms,IN_6601,"Columbus, GA",GA,249.34,12628,204,4158,2705,2002,1217,1130,Conversions,25-34,Teen Daughters
2023-02-05,Instagram,Instagram Always On,IN_2077,"Augusta, GA",GA,170.84,10782,329,5947,4652,3433,2110,1886,Traffic,13-17,Suburban Moms
2023-03-30,Instagram,Instagram BTS Moms,IN_6601,"Savannah, GA",GA,164.56,10732,414,3423,2206,1858,1607,966,Traffic,25-34,Teen Daughters
2023-01-22,Instagram,Instagram Teen Trends,IN_1278,"Savannah, GA",GA,231.4,11716,401,5998,5151,3317,2232,1506,Conversions,18-24,Moms & Daughters
2023-09-22,Instagram,Instagram BTS Moms,IN_6601,"Augusta, GA",GA,129.68,8322,171,2988,2163,1755,1223,870,Video Views,35-44,Moms & Daughters
2023-01-16,Instagram,Instagram Always On,IN_2077,"Augusta, GA",GA,127.17,7371,209,3371,2089,1461,1033,874,Traffic,13-17,Suburban Moms
2024-01-31,Instagram,Instagram BTS Moms,IN_6601,"Augusta, GA",GA,219.34,12729,392,6283,4910,3860,2909,1963,Traffic,13-17,Moms & Daughters
2023-02-04,Instagram,Instagram Always On,IN_2077,"Augusta, GA",GA,497.35,33332,457,15900,13971,8512,6463,4435,Video Views,25-34,Suburban Moms
2023-07-30,Instagram,Instagram BTS Moms,IN_6601,"Macon, GA",GA,239.01,13327,176,7112,5934,4233,2870,2309,Traffic,18-24,Moms & Daughters
2023-03-26,Instagram,Instagram Teen Trends,IN_1278,"Atlanta, GA",GA,563.08,22883,575,12020,7993,6271,5511,4758,Traffic,18-24,Moms & Daughters
2023-09-28,Instagram,Instagram Teen Trends,IN_1278,"Atlanta, GA",GA,98.88,6427,178,2615,1893,1597,997,872,Conversions,35-44,Moms & Daughters
2023-04-15,Instagram,Instagram Always On,IN_2077,"Atlanta, GA",GA,279.32,17337,251,10071,6523,4088,2652,1721,Video Views,13-17,Suburban Moms
2023-07-13,Instagram,Instagram Teen Trends,IN_1278,"Savannah, GA",GA,232.1,13595,277,7528,6588,4937,4373,3950,Video Views,18-24,Suburban Moms
2023-12-10,Instagram,Instagram BTS Moms,IN_6601,"Macon, GA",GA,493.81,30810,692,11501,8297,5450,3452,2897,Traffic,35-44,Teen Daughters
2024-03-03,Instagram,Instagram Always On,IN_2077,"Savannah, GA",GA,220.14,11920,139,5507,4496,3419,2975,2569,Conversions,35-44,Teen Daughters
2024-05-21,Instagram,Instagram BTS Moms,IN_6601,"Savannah, GA",GA,255.24,10309,257,3547,2158,1592,1279,1008,Video Views,18-24,Moms & Daughters
2023-10-13,Instagram,Instagram BTS Moms,IN_6601,"Macon, GA",GA,320.46,19513,378,8711,7557,4926,4097,3184,Traffic,35-44,Teen Daughters
2023-03-19,Instagram,Instagram Always On,IN_2077,"Augusta, GA",GA,98.69,6020,182,3218,2732,2375,1859,1371,Video Views,35-44,Teen Daughters
2023-12-07,Instagram,Instagram Always On,IN_2077,"Macon, GA",GA,144.68,8961,100,4700,3071,2746,2462,2333,Traffic,13-17,Teen Daughters
2024-04-05,Instagram,Instagram BTS Moms,IN_6601,"Atlanta, GA",GA,354.52,14292,330,8386,5169,3784,3194,2456,Traffic,18-24,Suburban Moms
2024-03-24,Instagram,Instagram BTS Moms,IN_6601,"Savannah, GA",GA,151.26,6199,109,3109,2203,1427,902,782,Conversions,25-34,Teen Daughters
2023-07-26,Instagram,Instagram Teen Trends,IN_1278,"Columbus, GA",GA,475.71,32365,1086,16819,12703,8308,5668,3960,Video Views,13-17,Suburban Moms
2024-03-11,Instagram,Instagram Always On,IN_2077,"Columbus, GA",GA,353.94,18980,524,8932,5423,3601,2357,1706,Traffic,25-34,Moms & Daughters
2023-12-13,Instagram,Instagram Always On,IN_2077,"Savannah, GA",GA,299.24,18988,398,10004,6191,4371,3142,1899,Conversions,18-24,Teen Daughters
2023-10-24,Instagram,Instagram BTS Moms,IN_6601,"Macon, GA",GA,232.75,13844,355,5462,3372,2618,1954,1227,Traffic,35-44,Moms & Daughters
2023-12-06,Instagram,Instagram Always On,IN_2077,"Savannah, GA",GA,115.6,6770,246,3206,2348,1742,1256,857,Traffic,35-44,Moms & Daughters
2024-03-02,Instagram,Instagram Always On,IN_2077,"Savannah, GA",GA,272.52,16657,492,8473,6699,4091,3161,2353,Video Views,25-34,Teen Daughters
2023-12-13,Instagram,Instagram Always On,IN_2077,"Macon, GA",GA,507.86,34615,536,17271,12048,9768,8243,5178,Video Views,13-17,Moms & Daughters
2023-05-31,Instagram,Instagram Always On,IN_2077,"Atlanta, GA",GA,133.09,8972,308,5130,3360,2249,1921,1796,Traffic,25-34,Suburban Moms
2023-03-31,Instagram,Instagram Teen Trends,IN_1278,"Macon, GA",GA,237.55,9886,226,5346,3466,2874,2047,1247,Traffic,13-17,Suburban Moms
2023-04-11,Instagram,Instagram Teen Trends,IN_1278,"Atlanta, GA",GA,291.27,13092,329,5388,3277,2899,1773,1624,Video Views,13-17,Teen Daughters
2023-10-31,Instagram,Instagram BTS Moms,IN_6601,"Columbus, GA",GA,232.78,11535,121,5050,4421,3294,2424,1928,Traffic,25-34,Teen Daughters
2023-07-03,Instagram,Instagram Teen Trends,IN_1278,"Columbus, GA",GA,284.28,16912,389,5178,4350,2966,2377,1973,Video Views,18-24,Teen Daughters
2023-07-26,Instagram,Instagram BTS Moms,IN_6601,"Atlanta, GA",GA,174.51,9303,191,3142,2042,1679,1108,734,Traffic,13-17,Moms & Daughters
2023-02-19,Instagram,Instagram Teen Trends,IN_1278,"Atlanta, GA",GA,324.88,14379,185,4850,3277,2652,2125,1842,Video Views,13-17,Teen Daughters
2023-09-17,Instagram,Instagram BTS Moms,IN_6601,"Atlanta, GA",GA,330.4,17086,335,10211,8378,6096,4050,2676,Conversions,35-44,Suburban Moms
2023-06-02,Instagram,Instagram Always On,IN_2077,"Augusta, GA",GA,219.72,11925,442,5173,3369,2827,2025,1750,Video Views,18-24,Moms & Daughters
2024-02-15,Instagram,Instagram Always On,IN_2077,"Savannah, GA",GA,285.36,12264,252,6760,5872,3963,2716,1900,Video Views,25-34,Suburban Moms
2024-03-28,Instagram,Instagram BTS Moms,IN_6601,"Atlanta, GA",GA,354.67,19730,758,6741,4379,3506,2342,2025,Video Views,13-17,Suburban Moms
2023-01-15,Instagram,Instagram BTS Moms,IN_6601,"Columbus, GA",GA,83.31,4080,118,2264,1805,1110,930,627,Video Views,25-34,Moms & Daughters
2023-10-31,Instagram,Instagram Teen Trends,IN_1278,"Augusta, GA",GA,421.26,23937,911,8401,5552,3692,2660,2217,Conversions,18-24,Teen Daughters
2023-10-18,Instagram,Instagram Teen Trends,IN_1278,"Savannah, GA",GA,410.6,20525,797,9085,7741,4659,2910,2178,Video Views,13-17,Teen Daughters
2024-01-27,Instagram,Instagram Teen Trends,IN_1278,"Macon, GA",GA,354.1,24504,347,12998,8817,7702,6443,4895,Video Views,18-24,Teen Daughters
2023-12-19,Instagram,Instagram BTS Moms,IN_6601,"Columbus, GA",GA,186.01,11358,431,6506,5699,4908,3590,3330,Video Views,18-24,Suburban Moms
