order_id,order_datetime,user_id,dma_name,state,zip_code,product_category,size,quantity,unit_price,unit_cost,discount_per_unit,line_revenue,promo_flag
ORD_20230101_6538,2023-01-01 09:00:00,u_362,"Augusta, GA",GA,309887,Girls Bottoms,XS (4-5),1,26,10.92,0,26,0
ORD_20230101_5157,2023-01-01 08:46:00,u_1011,"Augusta, GA",GA,309723,Girls Dresses,M (8-10),2,39,16.66,0,78,0
ORD_20230101_5157,2023-01-01 08:46:00,u_1011,"Augusta, GA",GA,309526,Girls Tops,L (12-14),1,27,10.33,0,27,0
ORD_20230101_2539,2023-01-01 12:43:00,u_1336,"Macon, GA",GA,310729,Girls Bottoms,L (12-14),1,25,8.95,0,25,0
ORD_20230101_8580,2023-01-01 10:19:00,u_229,"Atlanta, GA",GA,301680,Girls Bottoms,L (12-14),1,27,11.93,0,27,0
ORD_20230101_3047,2023-01-01 17:39:00,u_1146,"Macon, GA",GA,310038,Girls Bottoms,L (12-14),1,29,14.91,10,19,1
ORD_20230101_2834,2023-01-01 14:00:00,u_575,"Atlanta, GA",GA,301680,Girls Dresses,S (6-7),1,35,15.37,15,20,1
ORD_20230101_2834,2023-01-01 14:00:00,u_575,"Atlanta, GA",GA,301986,Girls Tops,M (8-10),1,23,12.21,20,3,1
ORD_20230101_5922,2023-01-01 17:42:00,u_1330,"Augusta, GA",GA,309587,Girls Dresses,XS (4-5),2,39,17.86,0,78,0
ORD_20230101_8277,2023-01-01 11:10:00,u_1427,"Augusta, GA",GA,309450,Girls Bottoms,M (8-10),1,31,16.22,15,16,1
ORD_20230101_1942,2023-01-01 11:39:00,u_1053,"Savannah, GA",GA,313169,Girls Bottoms,M (8-10),3,26,10.7,20,18,1
ORD_20230101_9691,2023-01-01 18:46:00,u_1228,"Augusta, GA",GA,309600,Girls Tops,XS (4-5),1,20,10.01,15,5,1
ORD_20230101_9096,2023-01-01 14:42:00,u_1408,"Savannah, GA",GA,314482,Girls Dresses,L (12-14),3,32,11.27,0,96,0
ORD_20230101_2767,2023-01-01 15:00:00,u_410,"Atlanta, GA",GA,301404,Girls Bottoms,L (12-14),1,27,11.5,20,7,1
ORD_20230101_2767,2023-01-01 15:00:00,u_410,"Atlanta, GA",GA,301304,Girls Dresses,L (12-14),2,33,12.6,15,36,1
ORD_20230101_5927,2023-01-01 20:09:00,u_571,"Savannah, GA",GA,314146,Girls Dresses,M (8-10),2,34,12.49,20,28,1
ORD_20230101_9305,2023-01-01 10:07:00,u_852,"Atlanta, GA",GA,300866,Girls Tops,S (6-7),2,22,9.42,15,14,1
ORD_20230101_8878,2023-01-01 21:11:00,u_293,"Savannah, GA",GA,314659,Girls Tops,L (12-14),2,19,10.36,0,38,0
ORD_20230101_5146,2023-01-01 20:51:00,u_610,"Atlanta, GA",GA,300719,Girls Tops,XS (4-5),1,26,10.36,0,26,0
ORD_20230101_7395,2023-01-01 14:47:00,u_833,"Augusta, GA",GA,309998,Girls Dresses,L (12-14),1,34,18.65,0,34,0
ORD_20230101_7592,2023-01-01 17:02:00,u_415,"Augusta, GA",GA,308606,Girls Tops,L (12-14),1,25,11.83,15,10,1
ORD_20230101_8809,2023-01-01 15:26:00,u_864,"Atlanta, GA",GA,302267,Girls Tops,M (8-10),1,27,11.21,0,27,0
ORD_20230101_1052,2023-01-01 18:18:00,u_877,"Augusta, GA",GA,309159,Girls Tops,XS (4-5),1,23,8.82,0,23,0
ORD_20230101_4168,2023-01-01 18:28:00,u_981,"Atlanta, GA",GA,301018,Girls Dresses,M (8-10),2,39,17.85,0,78,0
ORD_20230102_6756,2023-01-02 12:29:00,u_1216,"Savannah, GA",GA,314844,Girls Bottoms,S (6-7),1,27,9.83,0,27,0
ORD_20230102_6756,2023-01-02 12:29:00,u_1216,"Savannah, GA",GA,313094,Girls Tops,M (8-10),1,20,7.22,10,10,1
ORD_20230102_6756,2023-01-02 12:29:00,u_1216,"Savannah, GA",GA,313734,Girls Bottoms,M (8-10),1,30,16.48,20,10,1
ORD_20230102_6076,2023-01-02 15:44:00,u_60,"Macon, GA",GA,310189,Girls Tops,S (6-7),1,26,11.08,20,6,1
ORD_20230102_6076,2023-01-02 15:44:00,u_60,"Macon, GA",GA,310791,Girls Dresses,M (8-10),3,34,14.6,0,102,0
ORD_20230102_7007,2023-01-02 14:53:00,u_1235,"Columbus, GA",GA,319351,Girls Bottoms,S (6-7),1,24,11.79,0,24,0
ORD_20230102_4959,2023-01-02 16:00:00,u_962,"Augusta, GA",GA,309088,Girls Tops,S (6-7),2,25,9.16,0,50,0
ORD_20230102_3183,2023-01-02 09:28:00,u_1362,"Savannah, GA",GA,313519,Girls Bottoms,XS (4-5),1,29,13.27,0,29,0
ORD_20230102_3183,2023-01-02 09:28:00,u_1362,"Savannah, GA",GA,314269,Girls Dresses,L (12-14),1,33,13.78,0,33,0
ORD_20230102_3183,2023-01-02 09:28:00,u_1362,"Savannah, GA",GA,314453,Girls Bottoms,XS (4-5),2,30,15.76,10,40,1
ORD_20230102_4413,2023-01-02 10:27:00,u_1030,"Macon, GA",GA,310683,Girls Tops,L (12-14),3,20,9.76,0,60,0
ORD_20230102_9667,2023-01-02 12:21:00,u_381,"Savannah, GA",GA,314041,Girls Bottoms,XS (4-5),1,30,14.22,0,30,0
ORD_20230102_9667,2023-01-02 12:21:00,u_381,"Savannah, GA",GA,314051,Girls Bottoms,M (8-10),2,24,11.55,20,8,1
ORD_20230102_9522,2023-01-02 13:01:00,u_432,"Savannah, GA",GA,313510,Girls Bottoms,M (8-10),1,29,12.26,15,14,1
ORD_20230102_7336,2023-01-02 11:54:00,u_1259,"Augusta, GA",GA,308813,Girls Bottoms,XS (4-5),1,28,11.46,0,28,0
ORD_20230102_8537,2023-01-02 19:47:00,u_291,"Savannah, GA",GA,313891,Girls Dresses,S (6-7),1,33,16.45,20,13,1
ORD_20230102_5957,2023-01-02 17:57:00,u_1166,"Savannah, GA",GA,314875,Girls Tops,M (8-10),1,19,8.37,0,19,0
ORD_20230102_4086,2023-01-02 16:53:00,u_542,"Columbus, GA",GA,319724,Girls Bottoms,L (12-14),1,29,14.88,10,19,1
ORD_20230102_9067,2023-01-02 15:23:00,u_200,"Atlanta, GA",GA,300438,Girls Bottoms,M (8-10),1,27,11.93,0,27,0
