order_id,order_datetime,user_id,dma_name,state,zip_code,product_category,size,quantity,unit_price,unit_cost,discount_per_unit,line_revenue,promo_flag
ORD_20240101_2896,2024-01-01 08:30:00,u_1156,"Macon, GA",GA,310231,Girls Dresses,XS (4-5),2,37,15.31,20,34,1
ORD_20240101_2896,2024-01-01 08:30:00,u_1156,"Macon, GA",GA,310705,Girls Tops,S (6-7),1,22,10.89,0,22,0
ORD_20240101_4297,2024-01-01 11:34:00,u_246,"Savannah, GA",GA,313149,Girls Tops,XS (4-5),1,25,11.56,0,25,0
ORD_20240101_4308,2024-01-01 08:47:00,u_63,"Savannah, GA",GA,314625,Girls Dresses,XS (4-5),1,38,17.99,15,23,1
ORD_20240101_4308,2024-01-01 08:47:00,u_63,"Savannah, GA",GA,313429,Girls Dresses,L (12-14),1,38,20.48,10,28,1
ORD_20240101_5254,2024-01-01 09:07:00,u_216,"Columbus, GA",GA,318551,Girls Tops,XS (4-5),1,25,10.03,0,25,0
ORD_20240101_1740,2024-01-01 14:41:00,u_84,"Columbus, GA",GA,319109,Girls Bottoms,L (12-14),1,30,14.54,0,30,0
ORD_20240101_5654,2024-01-01 18:11:00,u_1478,"Macon, GA",GA,310910,Girls Tops,M (8-10),1,27,9.71,15,12,1
ORD_20240101_6282,2024-01-01 10:19:00,u_752,"Atlanta, GA",GA,301014,Girls Tops,L (12-14),1,23,8.53,0,23,0
ORD_20240101_7561,2024-01-01 11:44:00,u_450,"Macon, GA",GA,310174,Girls Tops,XS (4-5),1,21,9.06,20,1,1
ORD_20240101_9735,2024-01-01 14:38:00,u_1114,"Macon, GA",GA,310386,Girls Bottoms,XS (4-5),2,27,13.31,0,54,0
ORD_20240101_9555,2024-01-01 18:25:00,u_1318,"Augusta, GA",GA,309059,Girls Bottoms,XS (4-5),2,31,12.35,20,22,1
ORD_20240101_9555,2024-01-01 18:25:00,u_1318,"Augusta, GA",GA,309368,Girls Dresses,L (12-14),1,39,14.11,10,29,1
ORD_20240101_1120,2024-01-01 20:44:00,u_201,"Macon, GA",GA,310573,Girls Bottoms,M (8-10),1,28,11.64,0,28,0
ORD_20240101_1120,2024-01-01 20:44:00,u_201,"Macon, GA",GA,310245,Girls Bottoms,M (8-10),1,27,10.78,0,27,0
ORD_20240101_6982,2024-01-01 14:25:00,u_1355,"Columbus, GA",GA,318423,Girls Dresses,S (6-7),1,33,17.33,0,33,0
ORD_20240101_4700,2024-01-01 08:06:00,u_1425,"Macon, GA",GA,310858,Girls Bottoms,L (12-14),3,30,10.75,20,30,1
ORD_20240101_1933,2024-01-01 20:21:00,u_873,"Augusta, GA",GA,309048,Girls Tops,S (6-7),1,20,9.83,10,10,1
ORD_20240101_5038,2024-01-01 20:49:00,u_986,"Macon, GA",GA,310593,Girls Tops,XS (4-5),1,27,9.9,10,17,1
ORD_20240101_5038,2024-01-01 20:49:00,u_986,"Macon, GA",GA,310194,Girls Dresses,S (6-7),1,36,16.56,0,36,0
ORD_20240101_8276,2024-01-01 16:30:00,u_1113,"Columbus, GA",GA,318259,Girls Bottoms,S (6-7),2,30,16.36,0,60,0
ORD_20240101_8276,2024-01-01 16:30:00,u_1113,"Columbus, GA",GA,318849,Girls Bottoms,M (8-10),1,27,10.25,0,27,0
ORD_20240101_8276,2024-01-01 16:30:00,u_1113,"Columbus, GA",GA,318330,Girls Bottoms,S (6-7),1,30,14.56,20,10,1
ORD_20240101_5795,2024-01-01 15:33:00,u_662,"Columbus, GA",GA,318093,Girls Dresses,M (8-10),1,32,12.28,10,22,1
ORD_20240101_5664,2024-01-01 08:35:00,u_120,"Macon, GA",GA,310615,Girls Tops,M (8-10),2,27,11.53,20,14,1
ORD_20240102_7400,2024-01-02 18:31:00,u_1447,"Macon, GA",GA,310823,Girls Tops,XS (4-5),1,26,9.51,10,16,1
ORD_20240102_7208,2024-01-02 09:59:00,u_649,"Columbus, GA",GA,318055,Girls Dresses,XS (4-5),2,35,18.96,0,70,0
ORD_20240102_7208,2024-01-02 09:59:00,u_649,"Columbus, GA",GA,319291,Girls Dresses,S (6-7),1,37,16.47,0,37,0
ORD_20240102_1948,2024-01-02 08:10:00,u_837,"Columbus, GA",GA,319709,Girls Tops,S (6-7),1,23,10.84,20,3,1
ORD_20240102_5615,2024-01-02 13:24:00,u_1094,"Columbus, GA",GA,319331,Girls Bottoms,XS (4-5),1,27,11.54,0,27,0
ORD_20240102_5615,2024-01-02 13:24:00,u_1094,"Columbus, GA",GA,319091,Girls Tops,S (6-7),1,19,9.87,20,-1,1
ORD_20240102_9286,2024-01-02 09:29:00,u_561,"Atlanta, GA",GA,300705,Girls Dresses,L (12-14),1,32,14.68,20,12,1
ORD_20240102_7018,2024-01-02 17:08:00,u_1342,"Savannah, GA",GA,314523,Girls Bottoms,L (12-14),1,23,10.22,10,13,1
ORD_20240102_7018,2024-01-02 17:08:00,u_1342,"Savannah, GA",GA,313472,Girls Bottoms,M (8-10),1,24,8.48,10,14,1
ORD_20240102_7018,2024-01-02 17:08:00,u_1342,"Savannah, GA",GA,314687,Girls Tops,S (6-7),1,22,7.85,0,22,0
ORD_20240102_1911,2024-01-02 20:04:00,u_1485,"Atlanta, GA",GA,301314,Girls Bottoms,XS (4-5),1,23,11.52,0,23,0
ORD_20240102_1911,2024-01-02 20:04:00,u_1485,"Atlanta, GA",GA,302501,Girls Bottoms,M (8-10),1,23,8.32,10,13,1
ORD_20240102_1911,2024-01-02 20:04:00,u_1485,"Atlanta, GA",GA,301810,Girls Tops,S (6-7),2,20,9.15,0,40,0
ORD_20240102_2061,2024-01-02 10:38:00,u_1177,"Augusta, GA",GA,309508,Girls Dresses,S (6-7),1,32,13.19,0,32,0
ORD_20240102_3986,2024-01-02 15:40:00,u_51,"Macon, GA",GA,310827,Girls Tops,S (6-7),1,19,9.68,10,9,1
ORD_20240102_2850,2024-01-02 21:30:00,u_1045,"Augusta, GA",GA,309874,Girls Dresses,XS (4-5),2,36,18.6,0,72,0
ORD_20240102_4293,2024-01-02 08:21:00,u_155,"Macon, GA",GA,310088,Girls Tops,M (8-10),1,27,13.3,15,12,1
ORD_20240102_5445,2024-01-02 14:45:00,u_521,"Macon, GA",GA,310805,Girls Bottoms,XS (4-5),1,25,11.82,10,15,1
ORD_20240102_5445,2024-01-02 14:45:00,u_521,"Macon, GA",GA,310791,Girls Tops,S (6-7),1,26,9.52,15,11,1
ORD_20240102_2023,2024-01-02 13:55:00,u_205,"Columbus, GA",GA,319411,Girls Bottoms,XS (4-5),1,29,11.32,15,14,1
ORD_20240102_8494,2024-01-02 09:12:00,u_585,"Savannah, GA",GA,313253,Girls Tops,XS (4-5),1,27,12.66,0,27,0
ORD_20240102_8494,2024-01-02 09:12:00,u_585,"Savannah, GA",GA,314163,Girls Dresses,XS (4-5),1,33,16.4,15,18,1
ORD_20240102_8108,2024-01-02 12:14:00,u_543,"Macon, GA",GA,310000,Girls Dresses,M (8-10),2,33,11.6,0,66,0
ORD_20240102_9921,2024-01-02 08:25:00,u_341,"Augusta, GA",GA,308579,Girls Bottoms,L (12-14),1,30,14.71,0,30,0
ORD_20240102_9921,2024-01-02 08:25:00,u_341,"Augusta, GA",GA,309922,Girls Dresses,S (6-7),1,32,15.62,20,12,1
ORD_20240102_5518,2024-01-02 09:53:00,u_579,"Columbus, GA",GA,319236,Girls Bottoms,XS (4-5),2,27,12.38,0,54,0
ORD_20240102_5518,2024-01-02 09:53:00,u_579,"Columbus, GA",GA,318329,Girls Dresses,S (6-7),1,39,14.76,15,24,1
ORD_20240102_8593,2024-01-02 11:31:00,u_785,"Columbus, GA",GA,319421,Girls Dresses,S (6-7),1,37,17.89,0,37,0
ORD_20240103_2000,2024-01-03 14:15:00,u_1211,"Atlanta, GA",GA,302713,Girls Tops,S (6-7),2,26,10.78,0,52,0
ORD_20240103_2000,2024-01-03 14:15:00,u_1211,"Atlanta, GA",GA,300682,Girls Dresses,L (12-14),2,39,17.56,0,78,0
ORD_20240103_7595,2024-01-03 11:41:00,u_231,"Macon, GA",GA,310246,Girls Bottoms,L (12-14),2,23,9.34,15,16,1
ORD_20240103_7595,2024-01-03 11:41:00,u_231,"Macon, GA",GA,310087,Girls Bottoms,XS (4-5),1,25,9.58,0,25,0
