date,channel,campaign_name,campaign_id,dma_name,state,spend,impressions,clicks,video_views,video_25pct,video_50pct,video_75pct,video_completes,optimization_goal,age_target,audience_segment
2023-03-22,TikTok,TikTok BTS Moms,TI_3966,"Savannah, GA",GA,385.33,17803,510,6025,4094,3482,2430,1873,Conversions,35-44,Suburban Moms
2023-08-18,TikTok,TikTok BTS Moms,TI_3966,"Savannah, GA",GA,433.9,23273,832,7690,4848,3706,2948,1926,Conversions,25-34,Teen Daughters
2024-06-23,TikTok,TikTok BTS Moms,TI_3966,"Macon, GA",GA,213.27,8824,336,2810,2015,1749,1547,1180,Traffic,13-17,Suburban Moms
2024-06-21,TikTok,TikTok Always On,TI_1103,"Macon, GA",GA,134.46,8080,288,3466,2741,2429,2156,1347,Traffic,13-17,Suburban Moms
2023-02-27,TikTok,TikTok Always On,TI_1103,"Macon, GA",GA,324.07,15392,435,7319,5203,3880,2693,1749,Video Views,35-44,Suburban Moms
2023-06-26,TikTok,TikTok Teen Trends,TI_4212,"Atlanta, GA",GA,377.34,21731,786,8532,6912,5933,3920,2841,Conversions,35-44,Suburban Moms
2024-06-18,TikTok,TikTok BTS Moms,TI_3966,"Augusta, GA",GA,238.43,13496,293,6341,4272,2960,1900,1656,Video Views,18-24,Moms & Daughters
2024-01-01,TikTok,TikTok BTS Moms,TI_3966,"Macon, GA",GA,52.08,3072,73,1374,1066,877,718,441,Conversions,35-44,Moms & Daughters
2023-06-26,TikTok,TikTok Teen Trends,TI_4212,"Savannah, GA",GA,290.75,14267,161,6662,5665,4094,3214,2940,Conversions,25-34,Teen Daughters
2023-03-24,TikTok,TikTok BTS Moms,TI_3966,"Columbus, GA",GA,17.23,1134,39,381,325,235,158,142,Conversions,25-34,Moms & Daughters
2023-02-05,TikTok,TikTok Always On,TI_1103,"Augusta, GA",GA,129.16,7200,224,2704,1984,1263,835,501,Conversions,25-34,Suburban Moms
2023-03-30,TikTok,TikTok BTS Moms,TI_3966,"Savannah, GA",GA,303.76,15350,298,7755,5154,3741,2455,1480,Video Views,35-44,Moms & Daughters
2023-01-22,TikTok,TikTok Teen Trends,TI_4212,"Savannah, GA",GA,31.47,2001,64,831,504,429,258,218,Traffic,13-17,Suburban Moms
2023-09-22,TikTok,TikTok BTS Moms,TI_3966,"Augusta, GA",GA,111.74,4626,99,1526,1270,881,558,438,Traffic,35-44,Moms & Daughters
2023-01-16,TikTok,TikTok Always On,TI_1103,"Augusta, GA",GA,200.14,12065,238,6103,3789,2472,2117,1438,Video Views,35-44,Suburban Moms
2024-01-31,TikTok,TikTok BTS Moms,TI_3966,"Augusta, GA",GA,96.9,5531,88,2677,1773,1152,824,722,Video Views,35-44,Teen Daughters
2023-02-04,TikTok,TikTok Always On,TI_1103,"Augusta, GA",GA,80.98,4807,70,2230,1396,995,720,442,Video Views,13-17,Moms & Daughters
2023-07-30,TikTok,TikTok BTS Moms,TI_3966,"Macon, GA",GA,416.2,20183,547,6415,5696,3605,2236,1376,Conversions,13-17,Teen Daughters
2023-03-26,TikTok,TikTok Teen Trends,TI_4212,"Atlanta, GA",GA,281.98,13874,336,6032,4901,3857,3059,2599,Traffic,25-34,Teen Daughters
2023-09-28,TikTok,TikTok Teen Trends,TI_4212,"Atlanta, GA",GA,194.86,10868,218,6402,4170,3495,2428,1646,Conversions,18-24,Teen Daughters
2023-04-15,TikTok,TikTok Always On,TI_1103,"Atlanta, GA",GA,112.66,6280,175,2951,2349,1626,1037,898,Conversions,35-44,Suburban Moms
2023-07-13,TikTok,TikTok Teen Trends,TI_4212,"Savannah, GA",GA,94.32,4704,77,2728,2357,1555,1097,950,Video Views,35-44,Suburban Moms
2023-12-10,TikTok,TikTok BTS Moms,TI_3966,"Macon, GA",GA,404.94,27066,825,11272,6956,5679,4008,2503,Video Views,35-44,Suburban Moms
2024-03-03,TikTok,TikTok Always On,TI_1103,"Savannah, GA",GA,644.72,28124,412,14550,8968,6300,5515,4417,Conversions,18-24,Suburban Moms
2024-05-21,TikTok,TikTok BTS Moms,TI_3966,"Savannah, GA",GA,219.72,13412,484,8040,6168,4597,3586,2978,Traffic,13-17,Teen Daughters
2023-10-13,TikTok,TikTok BTS Moms,TI_3966,"Macon, GA",GA,180.14,12414,401,5173,4446,3835,3348,2758,Traffic,25-34,Moms & Daughters
2023-03-19,TikTok,TikTok Always On,TI_1103,"Augusta, GA",GA,82.41,5027,80,2156,1613,994,881,568,Conversions,13-17,Suburban Moms
2023-12-07,TikTok,TikTok Always On,TI_1103,"Macon, GA",GA,160.52,6542,75,3121,2500,1965,1498,990,Traffic,13-17,Moms & Daughters
2024-04-05,TikTok,TikTok BTS Moms,TI_3966,"Atlanta, GA",GA,137.05,7478,266,2562,2073,1585,1301,936,Traffic,18-24,Teen Daughters
2024-03-24,TikTok,TikTok BTS Moms,TI_3966,"Savannah, GA",GA,207.89,14000,436,5750,4101,3247,2035,1324,Video Views,18-24,Teen Daughters
2023-07-26,TikTok,TikTok Teen Trends,TI_4212,"Columbus, GA",GA,632.45,37424,598,20516,16473,12213,10682,7874,Conversions,25-34,Suburban Moms
2024-03-11,TikTok,TikTok Always On,TI_1103,"Columbus, GA",GA,207.13,10293,205,5701,5094,3102,2452,1680,Video Views,18-24,Teen Daughters
2023-12-13,TikTok,TikTok Always On,TI_1103,"Savannah, GA",GA,106.54,5653,202,2253,1478,907,812,589,Traffic,35-44,Suburban Moms
2023-10-24,TikTok,TikTok BTS Moms,TI_3966,"Macon, GA",GA,111.96,5268,160,2996,2476,2105,1756,1655,Video Views,35-44,Suburban Moms
2023-12-06,TikTok,TikTok Always On,TI_1103,"Savannah, GA",GA,182.49,12733,283,4251,3657,2716,2433,1928,Video Views,25-34,Suburban Moms
2024-03-02,TikTok,TikTok Always On,TI_1103,"Savannah, GA",GA,341.88,17080,511,9524,8495,5632,3586,3081,Conversions,18-24,Moms & Daughters
2023-12-13,TikTok,TikTok Always On,TI_1103,"Macon, GA",GA,296.95,13097,357,5130,3797,3212,2428,1895,Video Views,18-24,Suburban Moms
2023-05-31,TikTok,TikTok Always On,TI_1103,"Atlanta, GA",GA,106.0,4822,79,1864,1663,1490,1249,1024,Traffic,13-17,Teen Daughters
2023-03-31,TikTok,TikTok Teen Trends,TI_4212,"Macon, GA",GA,140.31,5838,113,2013,1558,1244,1015,699,Traffic,18-24,Suburban Moms
2023-04-11,TikTok,TikTok Teen Trends,TI_4212,"Atlanta, GA",GA,169.08,8074,149,4747,3388,2042,1399,897,Video Views,13-17,Teen Daughters
2023-10-31,TikTok,TikTok BTS Moms,TI_3966,"Columbus, GA",GA,505.14,27599,1019,12052,7482,4939,3599,2458,Video Views,13-17,Suburban Moms
2023-07-03,TikTok,TikTok Teen Trends,TI_4212,"Columbus, GA",GA,206.93,13338,252,7906,6410,4179,3104,2369,Video Views,13-17,Moms & Daughters
2023-07-26,TikTok,TikTok BTS Moms,TI_3966,"Atlanta, GA",GA,172.65,8412,287,3719,2771,2258,1599,1157,Conversions,25-34,Moms & Daughters
2023-02-19,TikTok,TikTok Teen Trends,TI_4212,"Atlanta, GA",GA,93.07,5476,99,3137,2478,1540,1343,1255,Video Views,25-34,Moms & Daughters
2023-09-17,TikTok,TikTok BTS Moms,TI_3966,"Atlanta, GA",GA,126.37,8829,205,4108,3084,2593,1763,1162,Conversions,35-44,Suburban Moms
2023-06-02,TikTok,TikTok Always On,TI_1103,"Augusta, GA",GA,88.24,5134,181,1995,1742,1433,1029,651,Video Views,25-34,Teen Daughters
2024-02-15,TikTok,TikTok Always On,TI_1103,"Savannah, GA",GA,196.12,11903,408,4567,3849,2622,2118,1363,Traffic,25-34,Suburban Moms
2024-03-28,TikTok,TikTok BTS Moms,TI_3966,"Atlanta, GA",GA,278.3,13801,318,5315,3249,2020,1224,960,Conversions,13-17,Moms & Daughters
2023-01-15,TikTok,TikTok BTS Moms,TI_3966,"Columbus, GA",GA,658.23,30305,538,10588,7401,6120,4625,3106,Video Views,13-17,Suburban Moms
2023-10-31,TikTok,TikTok Teen Trends,TI_4212,"Augusta, GA",GA,202.16,11740,315,6209,4318,3074,2205,1911,Conversions,35-44,Moms & Daughters
2023-10-18,TikTok,TikTok Teen Trends,TI_4212,"Savannah, GA",GA,300.91,12390,378,5148,4269,2649,1894,1292,Video Views,35-44,Moms & Daughters
2024-01-27,TikTok,TikTok Teen Trends,TI_4212,"Macon, GA",GA,147.88,6622,251,2843,2490,1647,1331,1100,Conversions,13-17,Moms & Daughters
2023-12-19,TikTok,TikTok BTS Moms,TI_3966,"Columbus, GA",GA,249.34,11784,411,3579,2422,1734,1142,926,Video Views,18-24,Suburban Moms
2023-10-31,TikTok,TikTok Always On,TI_1103,"Macon, GA",GA,130.44,8769,108,3953,2980,2536,2216,2058,Traffic,25-34,Moms & Daughters
2023-07-14,TikTok,TikTok Always On,TI_1103,"Macon, GA",GA,18.42,992,24,358,311,256,205,191,Video Views,35-44,Teen Daughters
2024-01-11,TikTok,TikTok Always On,TI_1103,"Columbus, GA",GA,141.71,9828,133,4709,2925,2342,1600,1133,Conversions,13-17,Suburban Moms
2023-06-16,TikTok,TikTok Always On,TI_1103,"Augusta, GA",GA,194.97,8610,106,4104,2692,2017,1434,1263,Traffic,18-24,Suburban Moms
2023-03-06,TikTok,TikTok Always On,TI_1103,"Savannah, GA",GA,320.22,20060,590,9854,7548,4554,3683,2694,Video Views,18-24,Suburban Moms
2023-06-03,TikTok,TikTok BTS Moms,TI_3966,"Augusta, GA",GA,284.79,15908,298,9414,8069,6616,5822,4199,Conversions,18-24,Moms & Daughters
2024-04-16,TikTok,TikTok Always On,TI_1103,"Atlanta, GA",GA,218.46,13240,200,5362,4745,3727,2916,2416,Video Views,18-24,Teen Daughters
2023-07-08,TikTok,TikTok Teen Trends,TI_4212,"Atlanta, GA",GA,174.57,7182,237,2395,1732,1463,1182,711,Traffic,35-44,Teen Daughters
2023-02-20,TikTok,TikTok Teen Trends,TI_4212,"Columbus, GA",GA,68.62,2802,48,1581,1145,934,817,606,Conversions,25-34,Suburban Moms
2024-03-26,TikTok,TikTok Teen Trends,TI_4212,"Savannah, GA",GA,586.48,32936,1044,17824,12273,9819,6289,4720,Conversions,35-44,Teen Daughters
2024-06-18,TikTok,TikTok Teen Trends,TI_4212,"Macon, GA",GA,428.98,25192,921,8081,6566,5349,4483,3111,Traffic,25-34,Moms & Daughters
2024-04-27,TikTok,TikTok BTS Moms,TI_3966,"Savannah, GA",GA,220.17,12404,171,3991,3325,2669,2121,1961,Conversions,35-44,Suburban Moms
2023-10-20,TikTok,TikTok Always On,TI_1103,"Savannah, GA",GA,126.41,5396,80,1649,1121,775,696,659,Conversions,13-17,Teen Daughters
2024-03-14,TikTok,TikTok Always On,TI_1103,"Atlanta, GA",GA,112.85,6075,225,3477,2608,1933,1531,1056,Video Views,18-24,Moms & Daughters
2023-01-31,TikTok,TikTok BTS Moms,TI_3966,"Savannah, GA",GA,154.08,9408,187,4729,3399,2810,2068,1539,Video Views,35-44,Teen Daughters
2023-09-29,TikTok,TikTok Teen Trends,TI_4212,"Columbus, GA",GA,215.53,9485,209,5470,3361,3015,1996,1483,Traffic,35-44,Suburban Moms
2023-12-03,TikTok,TikTok Always On,TI_1103,"Augusta, GA",GA,392.25,19957,480,11141,9143,6139,4265,2991,Traffic,35-44,Teen Daughters
2023-06-03,TikTok,TikTok Always On,TI_1103,"Augusta, GA",GA,344.9,15878,389,7656,4961,4135,2852,1921,Traffic,18-24,Moms & Daughters
2024-06-11,TikTok,TikTok BTS Moms,TI_3966,"Atlanta, GA",GA,93.06,4897,181,1960,1561,1091,875,794,Conversions,35-44,Moms & Daughters
2024-02-26,TikTok,TikTok Always On,TI_1103,"Augusta, GA",GA,225.7,9362,169,4518,3744,3153,2727,1796,Conversions,13-17,Suburban Moms
2024-06-28,TikTok,TikTok BTS Moms,TI_3966,"Savannah, GA",GA,419.84,16953,342,8335,6730,5560,4771,3055,Traffic,18-24,Teen Daughters
2023-06-28,TikTok,TikTok Teen Trends,TI_4212,"Columbus, GA",GA,185.16,11114,436,5356,4372,2738,2158,1637,Traffic,25-34,Suburban Moms
2023-01-24,TikTok,TikTok Teen Trends,TI_4212,"Savannah, GA",GA,344.07,19259,259,9276,5891,4130,2654,2235,Traffic,35-44,Moms & Daughters
2024-03-28,TikTok,TikTok Teen Trends,TI_4212,"Atlanta, GA",GA,64.27,4282,60,1351,940,765,575,443,Video Views,13-17,Suburban Moms
2023-10-05,TikTok,TikTok Teen Trends,TI_4212,"Columbus, GA",GA,314.27,14035,371,8313,6561,4820,4088,2757,Conversions,13-17,Suburban Moms
2023-08-15,TikTok,TikTok Always On,TI_1103,"Columbus, GA",GA,122.66,4969,58,1668,1172,744,541,358,Conversions,13-17,Teen Daughters
2023-12-10,TikTok,TikTok BTS Moms,TI_3966,"Savannah, GA",GA,206.84,13604,266,4192,3669,2441,1998,1659,Video Views,35-44,Suburban Moms
2023-08-20,TikTok,TikTok Always On,TI_1103,"Savannah, GA",GA,246.57,14586,362,4879,3055,2549,1648,1088,Video Views,25-34,Moms & Daughters
2023-12-27,TikTok,TikTok Always On,TI_1103,"Columbus, GA",GA,131.8,6739,89,3965,2590,1670,1181,748,Conversions,25-34,Moms & Daughters
2023-05-09,TikTok,TikTok Always On,TI_1103,"Columbus, GA",GA,501.0,24131,488,13977,10811,7067,5647,5346,Conversions,13-17,Teen Daughters
2024-01-15,TikTok,TikTok Teen Trends,TI_4212,"Augusta, GA",GA,175.07,7010,116,2539,1838,1458,941,866,Conversions,13-17,Teen Daughters
2024-05-14,TikTok,TikTok Always On,TI_1103,"Atlanta, GA",GA,163.72,10776,398,6002,4697,3658,3172,2354,Traffic,13-17,Moms & Daughters
2024-04-23,TikTok,TikTok Always On,TI_1103,"Savannah, GA",GA,128.04,6637,91,2655,2262,1907,1160,752,Traffic,25-34,Suburban Moms
2023-12-01,TikTok,TikTok Always On,TI_1103,"Atlanta, GA",GA,217.32,11152,331,4915,4341,3170,2091,1646,Traffic,18-24,Teen Daughters
