event_datetime,user_id,session_id,page_url,traffic_source,traffic_medium,campaign,device_category,dma_name,state,zip_code
2023-01-01 12:42:00,u_704,s_5576,/girls/dresses,email,email,Always On,tablet,"Macon, GA",GA,310961
2023-01-01 20:57:00,u_1314,s_1588,/,facebook,paid_social,BTS 2023,desktop,"Macon, GA",GA,310714
2023-01-01 16:39:00,u_804,s_3022,/moms/activewear,tiktok,paid_social,Email Promo,mobile,"Augusta, GA",GA,309754
2023-01-01 09:15:00,u_801,s_2894,/moms/new-arrivals,tiktok,paid_social,None,tablet,"Columbus, GA",GA,318809
2023-01-01 10:28:00,u_793,s_2053,/girls/tops,direct,none,BTS 2023,mobile,"Macon, GA",GA,310054
2023-01-01 16:11:00,u_623,s_3963,/girls/tops,google,cpc,BTS 2024,tablet,"Atlanta, GA",GA,300621
2023-01-01 13:38:00,u_203,s_4623,/moms/tops,facebook,paid_social,None,desktop,"Augusta, GA",GA,308393
2023-01-01 21:31:00,u_202,s_4483,/sale/black-friday,instagram,paid_social,BTS 2023,desktop,"Augusta, GA",GA,309876
2023-01-01 08:28:00,u_666,s_5951,/girls/bottoms,direct,none,Email Promo,tablet,"Atlanta, GA",GA,300680
2023-01-01 12:39:00,u_39,s_3820,/story/karen-lesac,facebook,paid_social,Email Promo,desktop,"Columbus, GA",GA,318712
2023-01-01 18:05:00,u_1290,s_5043,/moms/activewear,google,cpc,Email Promo,tablet,"Columbus, GA",GA,319337
2023-01-01 19:52:00,u_464,s_825,/girls/new-arrivals,google,cpc,Email Promo,desktop,"Columbus, GA",GA,318999
2023-01-01 15:50:00,u_157,s_2732,/moms/activewear,direct,none,Always On,tablet,"Columbus, GA",GA,318432
2023-01-01 09:08:00,u_657,s_3552,/moms/activewear,tiktok,paid_social,BTS 2023,tablet,"Macon, GA",GA,310440
2023-01-01 21:51:00,u_1096,s_2703,/girls/new-arrivals,direct,none,None,desktop,"Macon, GA",GA,310023
2023-01-01 17:30:00,u_299,s_5364,/sale,instagram,paid_social,Always On,desktop,"Savannah, GA",GA,314827
2023-01-01 09:07:00,u_591,s_5731,/girls/new-arrivals,instagram,paid_social,None,desktop,"Atlanta, GA",GA,300408
2023-01-01 21:23:00,u_1142,s_2785,/girls/new-arrivals,direct,none,BTS 2023,tablet,"Columbus, GA",GA,318082
2023-01-01 19:34:00,u_1096,s_4014,/girls/bottoms,tiktok,paid_social,Always On,tablet,"Macon, GA",GA,310572
2023-01-01 09:59:00,u_517,s_5037,/moms/tops,email,email,Black Friday 2023,desktop,"Augusta, GA",GA,309469
2023-01-01 19:52:00,u_1171,s_2593,/girls/dresses,tiktok,paid_social,BTS 2023,mobile,"Atlanta, GA",GA,300096
2023-01-01 20:59:00,u_589,s_1511,/sale/black-friday,email,email,Black Friday 2023,tablet,"Savannah, GA",GA,313627
2023-01-01 18:01:00,u_705,s_3784,/girls/new-arrivals,direct,none,BTS 2024,tablet,"Macon, GA",GA,310475
